CPTAC_ovarian_cancer_protein_zscores.txt,gene_symbol	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt,gene_symbol_site	color	source
AKT1	FIP1L1_s289	51,153,255	PhosphoNetworks (PN)
AKT1	FLNA_s2152	102,204,0	PhosphoSitePlus (PSP)
AKT1	FLNC_s2233	102,204,0	PhosphoSitePlus (PSP)
AKT1	FOXA2_t156	102,204,0	PhosphoSitePlus (PSP)
AKT1	FOXG1_t279	102,204,0	PhosphoSitePlus (PSP)
AKT1	FOXO1_s256	102,204,0	PhosphoSitePlus (PSP)
AKT1	FOXO1_s319	102,204,0	PhosphoSitePlus (PSP)
AKT1	FOXO1_t24	102,204,0	PhosphoSitePlus (PSP)
AKT1	FOXO3_s253	102,204,0	PhosphoSitePlus (PSP)
AKT1	FOXO3_t32	102,204,0	PhosphoSitePlus (PSP)
AKT1	FOXO4_s197	102,204,0	PhosphoSitePlus (PSP)
AKT1	FOXO4_s262	102,204,0	PhosphoSitePlus (PSP)
AKT1	FOXO4_t32	102,204,0	PhosphoSitePlus (PSP)
AKT1	GAB2_s159	102,204,0	PhosphoSitePlus (PSP)
AKT1	GATA1_s310	102,204,0	PhosphoSitePlus (PSP)
AKT1	GATA2_s401	102,204,0	PhosphoSitePlus (PSP)
AKT1	GJA1_s373	102,204,0	PhosphoSitePlus (PSP)
AKT1	GSK3A_s21	102,204,0	PhosphoSitePlus (PSP)
AKT1	GSK3B_s9	102,204,0	PhosphoSitePlus (PSP)
AKT1	HIRIP3_s136	51,153,255	PhosphoNetworks (PN)
AKT1	HIRIP3_s196	51,153,255	PhosphoNetworks (PN)
AKT1	HIRIP3_s357	51,153,255	PhosphoNetworks (PN)
AKT1	HIRIP3_s370	51,153,255	PhosphoNetworks (PN)
AKT1	HIRIP3_s98	51,153,255	PhosphoNetworks (PN)
AKT1	HIRIP3_t84	51,153,255	PhosphoNetworks (PN)
AKT1	HIST1H2BB_s36	102,204,0	PhosphoSitePlus (PSP)
AKT1	HIST1H2BJ_s37	102,204,0	PhosphoSitePlus (PSP)
AKT1	HIST1H3A_t45	102,204,0	PhosphoSitePlus (PSP)
AKT1	HIST2H2BF_s37	102,204,0	PhosphoSitePlus (PSP)
AKT1	HIST2H3D_t46	102,204,0	PhosphoSitePlus (PSP)
AKT1	HJURP_s486	102,204,0	PhosphoSitePlus (PSP)
AKT1	HMOX1_s188	102,204,0	PhosphoSitePlus (PSP)
AKT1	HNRNPA1_s199	102,204,0	PhosphoSitePlus (PSP)
AKT1	HNRPK_s302	51,153,255	PhosphoNetworks (PN)
AKT1	HNRPK_s417	51,153,255	PhosphoNetworks (PN)
AKT1	HSPB1_s82	102,204,0	PhosphoSitePlus (PSP)
AKT1	HTRA2_s212	102,204,0	PhosphoSitePlus (PSP)
AKT1	HTT_s419	102,204,0	PhosphoSitePlus (PSP)
AKT1	ILF3_s647	102,204,0	PhosphoSitePlus (PSP)
AKT1	INVS_s865	102,204,0	PhosphoSitePlus (PSP)
AKT1	INVS_t864	102,204,0	PhosphoSitePlus (PSP)
AKT1	INVS_t866	102,204,0	PhosphoSitePlus (PSP)
AKT1	IRAK1_t100	102,204,0	PhosphoSitePlus (PSP)
AKT1	IRS1_s629	102,204,0	PhosphoSitePlus (PSP)
AKT1	ITGB3_t779	102,204,0	PhosphoSitePlus (PSP)
AKT1	KAT6A_t369	102,204,0	PhosphoSitePlus (PSP)
AKT1	KCNH2_t897	102,204,0	PhosphoSitePlus (PSP)
AKT1	KDM5A_s1255	102,204,0	PhosphoSitePlus (PSP)
AKT1	KDM5A_s225	102,204,0	PhosphoSitePlus (PSP)
AKT1	KDM5A_s287	102,204,0	PhosphoSitePlus (PSP)
AKT1	KDM5A_t1225	102,204,0	PhosphoSitePlus (PSP)
AKT1	KDM5A_t285	102,204,0	PhosphoSitePlus (PSP)
AKT1	KHSRP_s193	102,204,0	PhosphoSitePlus (PSP)
AKT1	KRT19_s35	102,204,0	PhosphoSitePlus (PSP)
AKT1	LARP6_s451	102,204,0	PhosphoSitePlus (PSP)
AKT1	LMNA_s301	102,204,0	PhosphoSitePlus (PSP)
AKT1	LMNA_s404	102,204,0	PhosphoSitePlus (PSP)
AKT1	LTB4R2_t324	102,204,0	PhosphoSitePlus (PSP)
AKT1	LUC7L2_s273	51,153,255	PhosphoNetworks (PN)
AKT1	LUC7L2_s281	51,153,255	PhosphoNetworks (PN)
AKT1	LUC7L2_s283	51,153,255	PhosphoNetworks (PN)
AKT1	LUC7L2_s285	51,153,255	PhosphoNetworks (PN)
AKT1	LUC7L2_s305	51,153,255	PhosphoNetworks (PN)
AKT1	LUC7L2_s307	51,153,255	PhosphoNetworks (PN)
AKT1	LUC7L2_s309	51,153,255	PhosphoNetworks (PN)
AKT1	LUC7L2_s323	51,153,255	PhosphoNetworks (PN)
AKT1	LUC7L2_s327	51,153,255	PhosphoNetworks (PN)
AKT1	LUC7L2_s353	51,153,255	PhosphoNetworks (PN)
AKT1	LUC7L2_s384	51,153,255	PhosphoNetworks (PN)
AKT1	MAP2K4_s80	102,204,0	PhosphoSitePlus (PSP)
AKT1	MAP3K11_s674	102,204,0	PhosphoSitePlus (PSP)
AKT1	MAP3K5_s83	102,204,0	PhosphoSitePlus (PSP)
AKT1	MAP3K8_s400	102,204,0	PhosphoSitePlus (PSP)
AKT1	MAPKAP1_t86	102,204,0	PhosphoSitePlus (PSP)
AKT1	MAZ_t385	102,204,0	PhosphoSitePlus (PSP)
AKT1	MDM2_s166	102,204,0	PhosphoSitePlus (PSP)
AKT1	MDM2_s186	102,204,0	PhosphoSitePlus (PSP)
AKT1	MDM2_s188	102,204,0	PhosphoSitePlus (PSP)
AKT1	MDM4_s367	239,130,13	PSP, PN
AKT1	MEF2C_s192	51,153,255	PhosphoNetworks (PN)
AKT1	METTL1_s27	102,204,0	PhosphoSitePlus (PSP)
AKT1	MITF_s516	102,204,0	PhosphoSitePlus (PSP)
AKT1	MST1R_s1394	102,204,0	PhosphoSitePlus (PSP)
AKT1	MTOR_s2448	102,204,0	PhosphoSitePlus (PSP)
AKT1	MTOR_t2446	102,204,0	PhosphoSitePlus (PSP)
AKT1	MXD1_s145	102,204,0	PhosphoSitePlus (PSP)
AKT1	NCF1_s304	102,204,0	PhosphoSitePlus (PSP)
AKT1	NCF1_s328	102,204,0	PhosphoSitePlus (PSP)
AKT1	NCL_s460	51,153,255	PhosphoNetworks (PN)
AKT1	NCOR1_s1450	102,204,0	PhosphoSitePlus (PSP)
AKT1	NDRG2_s332	102,204,0	PhosphoSitePlus (PSP)
AKT1	NDRG2_t348	102,204,0	PhosphoSitePlus (PSP)
AKT1	NF2_s10	102,204,0	PhosphoSitePlus (PSP)
AKT1	NF2_s315	102,204,0	PhosphoSitePlus (PSP)
AKT1	NF2_t230	102,204,0	PhosphoSitePlus (PSP)
AKT1	NFATC3_s731	51,153,255	PhosphoNetworks (PN)
AKT1	NHEJ1_t181	102,204,0	PhosphoSitePlus (PSP)
AKT1	NOC2L_s691	51,153,255	PhosphoNetworks (PN)
AKT1	NOS3_s1177	102,204,0	PhosphoSitePlus (PSP)
AKT1	NOS3_s615	102,204,0	PhosphoSitePlus (PSP)
AKT1	NR3C1_s134	102,204,0	PhosphoSitePlus (PSP)
AKT1	NR4A1_s351	102,204,0	PhosphoSitePlus (PSP)
AKT1	NSD2_s172	102,204,0	PhosphoSitePlus (PSP)
AKT1	NUAK1_s600	102,204,0	PhosphoSitePlus (PSP)
AKT1	NUP133_s33	51,153,255	PhosphoNetworks (PN)
AKT1	NUP133_s57	51,153,255	PhosphoNetworks (PN)
AKT1	OTUD7B_s100	51,153,255	PhosphoNetworks (PN)
AKT1	PACS2_s437	102,204,0	PhosphoSitePlus (PSP)
AKT1	PALLD_s1118	102,204,0	PhosphoSitePlus (PSP)
AKT1	PDCD4_s457	102,204,0	PhosphoSitePlus (PSP)
AKT1	PDCD4_s67	102,204,0	PhosphoSitePlus (PSP)
AKT1	PDK1_t346	102,204,0	PhosphoSitePlus (PSP)
AKT1	PEA15_s116	102,204,0	PhosphoSitePlus (PSP)
AKT1	PFKFB2_s466	102,204,0	PhosphoSitePlus (PSP)
AKT1	PFKFB2_s483	102,204,0	PhosphoSitePlus (PSP)
AKT1	PFKFB3_s461	102,204,0	PhosphoSitePlus (PSP)
AKT1	PHB_t258	102,204,0	PhosphoSitePlus (PSP)
AKT1	PHB2_s176	102,204,0	PhosphoSitePlus (PSP)
AKT1	PHB2_s91	102,204,0	PhosphoSitePlus (PSP)
AKT1	PHF20_s265	102,204,0	PhosphoSitePlus (PSP)
AKT1	PHF20_s291	102,204,0	PhosphoSitePlus (PSP)
AKT1	PIKFYVE_s307	102,204,0	PhosphoSitePlus (PSP)
AKT1	PIKFYVE_s318	102,204,0	PhosphoSitePlus (PSP)
AKT1	PIP5K1C_s555	102,204,0	PhosphoSitePlus (PSP)
AKT1	PKM_s202	102,204,0	PhosphoSitePlus (PSP)
AKT1	PKM_s37	102,204,0	PhosphoSitePlus (PSP)
AKT1	PKM_s97	102,204,0	PhosphoSitePlus (PSP)
AKT1	PLCG1_s1248	102,204,0	PhosphoSitePlus (PSP)
AKT1	POP7_s128	51,153,255	PhosphoNetworks (PN)
AKT1	PPP1CA_t320	102,204,0	PhosphoSitePlus (PSP)
AKT1	PPP1R13L_s102	51,153,255	PhosphoNetworks (PN)
AKT1	PPP1R13L_s158	51,153,255	PhosphoNetworks (PN)
AKT1	PPP1R13L_s183	51,153,255	PhosphoNetworks (PN)
AKT1	PPP1R13L_s280	51,153,255	PhosphoNetworks (PN)
AKT1	PPP1R13L_s526	51,153,255	PhosphoNetworks (PN)
AKT1	PRKAA1_s496	102,204,0	PhosphoSitePlus (PSP)
AKT1	PRKACA_t198	51,153,255	PhosphoNetworks (PN)
AKT1	PRKACA_t49	51,153,255	PhosphoNetworks (PN)
AKT1	PRKCD_s304	51,153,255	PhosphoNetworks (PN)
AKT1	PRKCD_t43	51,153,255	PhosphoNetworks (PN)
AKT1	PRKCD_t507	51,153,255	PhosphoNetworks (PN)
AKT1	PTK2_s695	102,204,0	PhosphoSitePlus (PSP)
AKT1	PTK2_t700	102,204,0	PhosphoSitePlus (PSP)
AKT1	PTPN1_s50	102,204,0	PhosphoSitePlus (PSP)
AKT1	PYGO2_s48	102,204,0	PhosphoSitePlus (PSP)
AKT1	RAC1_s71	102,204,0	PhosphoSitePlus (PSP)
AKT1	RALGAPA2_s486	102,204,0	PhosphoSitePlus (PSP)
AKT1	RALGAPA2_t715	102,204,0	PhosphoSitePlus (PSP)
AKT1	RANBP3_s126	102,204,0	PhosphoSitePlus (PSP)
AKT1	RARA_s96	102,204,0	PhosphoSitePlus (PSP)
AKT1	RBM8A_s168	102,204,0	PhosphoSitePlus (PSP)
AKT1	RGCC_s45	102,204,0	PhosphoSitePlus (PSP)
AKT1	RICTOR_t1135	102,204,0	PhosphoSitePlus (PSP)
AKT1	RNF11_t135	102,204,0	PhosphoSitePlus (PSP)
AKT1	RPL13_s106	102,204,0	PhosphoSitePlus (PSP)
AKT1	RPL7A_t106	102,204,0	PhosphoSitePlus (PSP)
AKT1	RPS3_t70	102,204,0	PhosphoSitePlus (PSP)
AKT1	RPS3A_s112	102,204,0	PhosphoSitePlus (PSP)
AKT1	RPS3A_t10	102,204,0	PhosphoSitePlus (PSP)
AKT1	RPS3A_t88	102,204,0	PhosphoSitePlus (PSP)
AKT1	RPS6_s236	102,204,0	PhosphoSitePlus (PSP)
AKT1	RUNX1T1_t592	51,153,255	PhosphoNetworks (PN)
AKT1	RUNX2_s196	102,204,0	PhosphoSitePlus (PSP)
AKT1	RUNX2_s28	102,204,0	PhosphoSitePlus (PSP)
AKT1	RUNX2_t198	102,204,0	PhosphoSitePlus (PSP)
AKT1	RUNX2_t200	102,204,0	PhosphoSitePlus (PSP)
AKT1	S1PR1_t236	102,204,0	PhosphoSitePlus (PSP)
AKT1	SCYL1_t469	102,204,0	PhosphoSitePlus (PSP)
AKT1	SFRS1_s201	51,153,255	PhosphoNetworks (PN)
AKT1	SFRS1_s225	51,153,255	PhosphoNetworks (PN)
AKT1	SFRS1_s227	51,153,255	PhosphoNetworks (PN)
AKT1	SFRS12_s404	51,153,255	PhosphoNetworks (PN)
AKT1	SFRS12_s408	51,153,255	PhosphoNetworks (PN)
AKT1	SH3RF1_s304	102,204,0	PhosphoSitePlus (PSP)
AKT1	SIRT6_s338	102,204,0	PhosphoSitePlus (PSP)
AKT1	SKI_t458	102,204,0	PhosphoSitePlus (PSP)
AKT1	SLC7A11_s26	102,204,0	PhosphoSitePlus (PSP)
AKT1	SLC9A1_s648	102,204,0	PhosphoSitePlus (PSP)
AKT1	SLC9A1_s703	102,204,0	PhosphoSitePlus (PSP)
AKT1	SLC9A1_s796	102,204,0	PhosphoSitePlus (PSP)
AKT1	SLC9A3R1_t156	102,204,0	PhosphoSitePlus (PSP)
AKT1	SMAD3_t179	102,204,0	PhosphoSitePlus (PSP)
AKT1	SNIP1_s153	51,153,255	PhosphoNetworks (PN)
AKT1	SNIP1_s74	51,153,255	PhosphoNetworks (PN)
AKT1	SNIP1_s91	51,153,255	PhosphoNetworks (PN)
AKT1	SNIP1_s99	51,153,255	PhosphoNetworks (PN)
AKT1	SNRP70_s266	51,153,255	PhosphoNetworks (PN)
AKT1	SNRP70_s268	51,153,255	PhosphoNetworks (PN)
AKT1	SNRP70_s357	51,153,255	PhosphoNetworks (PN)
AKT1	SOX9_s181	51,153,255	PhosphoNetworks (PN)
AKT1	SP1_s42	102,204,0	PhosphoSitePlus (PSP)
AKT1	SP1_s698	102,204,0	PhosphoSitePlus (PSP)
AKT1	SP1_t679	102,204,0	PhosphoSitePlus (PSP)
AKT1	SRPK2_t492	102,204,0	PhosphoSitePlus (PSP)
AKT1	SRSF3_s122	102,204,0	PhosphoSitePlus (PSP)
AKT1	SRSF3_s128	102,204,0	PhosphoSitePlus (PSP)
AKT1	SRSF3_s130	102,204,0	PhosphoSitePlus (PSP)
AKT1	SRSF3_s138	102,204,0	PhosphoSitePlus (PSP)
AKT1	SRSF3_s140	102,204,0	PhosphoSitePlus (PSP)
AKT1	SSH1_t826	102,204,0	PhosphoSitePlus (PSP)
AKT1	STK3_t117	102,204,0	PhosphoSitePlus (PSP)
AKT1	STK3_t384	102,204,0	PhosphoSitePlus (PSP)
AKT1	STK4_t120	102,204,0	PhosphoSitePlus (PSP)
AKT1	STK4_t387	102,204,0	PhosphoSitePlus (PSP)
AKT1	SYTL1_s241	102,204,0	PhosphoSitePlus (PSP)
AKT1	TAL1_t90	102,204,0	PhosphoSitePlus (PSP)
AKT1	TARBP2_s283	102,204,0	PhosphoSitePlus (PSP)
AKT1	TBC1D1_t596	102,204,0	PhosphoSitePlus (PSP)
AKT1	TBC1D4_s318	102,204,0	PhosphoSitePlus (PSP)
AKT1	TBC1D4_s341	102,204,0	PhosphoSitePlus (PSP)
AKT1	TBC1D4_s570	102,204,0	PhosphoSitePlus (PSP)
AKT1	TBC1D4_s588	102,204,0	PhosphoSitePlus (PSP)
AKT1	TBC1D4_s666	102,204,0	PhosphoSitePlus (PSP)
AKT1	TBC1D4_s751	102,204,0	PhosphoSitePlus (PSP)
AKT1	TBC1D4_t568	102,204,0	PhosphoSitePlus (PSP)
AKT1	TBC1D4_t642	102,204,0	PhosphoSitePlus (PSP)
AKT1	TBC1D7_s124	102,204,0	PhosphoSitePlus (PSP)
AKT1	TERF1_t273	102,204,0	PhosphoSitePlus (PSP)
AKT1	TERT_s227	102,204,0	PhosphoSitePlus (PSP)
AKT1	TERT_s824	102,204,0	PhosphoSitePlus (PSP)
AKT1	TFEB_s467	102,204,0	PhosphoSitePlus (PSP)
AKT1	TIAM1_s231	102,204,0	PhosphoSitePlus (PSP)
AKT1	TIFA_t9	102,204,0	PhosphoSitePlus (PSP)
AKT1	TKT_s387	102,204,0	PhosphoSitePlus (PSP)
AKT1	TKT_t382	102,204,0	PhosphoSitePlus (PSP)
AKT1	TMIGD2_s220	102,204,0	PhosphoSitePlus (PSP)
AKT1	TOPBP1_s1159	102,204,0	PhosphoSitePlus (PSP)
AKT1	TP53RK_s250	102,204,0	PhosphoSitePlus (PSP)
AKT1	TRIP10_s296	51,153,255	PhosphoNetworks (PN)
AKT1	TRIP10_s426	51,153,255	PhosphoNetworks (PN)
AKT1	TSC2_s939	102,204,0	PhosphoSitePlus (PSP)
AKT1	TSC2_s981	102,204,0	PhosphoSitePlus (PSP)
AKT1	TSC2_t1462	102,204,0	PhosphoSitePlus (PSP)
AKT1	TTC3_s378	102,204,0	PhosphoSitePlus (PSP)
AKT1	TWIST1_s123	102,204,0	PhosphoSitePlus (PSP)
AKT1	TWIST1_s42	102,204,0	PhosphoSitePlus (PSP)
AKT1	TWIST1_t121	102,204,0	PhosphoSitePlus (PSP)
AKT1	UBE2S_t152	102,204,0	PhosphoSitePlus (PSP)
AKT1	USP14_s432	102,204,0	PhosphoSitePlus (PSP)
AKT1	USP4_s445	102,204,0	PhosphoSitePlus (PSP)
AKT1	VCP_s352	102,204,0	PhosphoSitePlus (PSP)
AKT1	VCP_s746	102,204,0	PhosphoSitePlus (PSP)
AKT1	VCP_s748	102,204,0	PhosphoSitePlus (PSP)
AKT1	VDAC2_s48	102,204,0	PhosphoSitePlus (PSP)
AKT1	VIM_s39	102,204,0	PhosphoSitePlus (PSP)
AKT1	WEE1_s642	102,204,0	PhosphoSitePlus (PSP)
AKT1	WNK1_t60	102,204,0	PhosphoSitePlus (PSP)
AKT1	WT1_s67	102,204,0	PhosphoSitePlus (PSP)
AKT1	XIAP_s87	102,204,0	PhosphoSitePlus (PSP)
AKT1	YAP1_s127	102,204,0	PhosphoSitePlus (PSP)
AKT1	YBX1_s102	102,204,0	PhosphoSitePlus (PSP)
AKT1	YWHAZ_s58	102,204,0	PhosphoSitePlus (PSP)
AKT1	ZFP36L1_s203	102,204,0	PhosphoSitePlus (PSP)
AKT1	ZFP36L1_s92	102,204,0	PhosphoSitePlus (PSP)
AKT1	ZHX1_s45	51,153,255	PhosphoNetworks (PN)
AKT1	ZHX1_t8	51,153,255	PhosphoNetworks (PN)
AKT1	ZRANB1_s78	102,204,0	PhosphoSitePlus (PSP)
AKT1	ZRANB1_t117	102,204,0	PhosphoSitePlus (PSP)
AKT1	ZRANB2_s245	51,153,255	PhosphoNetworks (PN)
AKT1	ZRANB2_s249	51,153,255	PhosphoNetworks (PN)
AKT1	ZRANB2_s275	51,153,255	PhosphoNetworks (PN)
AKT1	ZRANB2_s290	51,153,255	PhosphoNetworks (PN)
AKT1	ZRANB2_s294	51,153,255	PhosphoNetworks (PN)
AKT1	ZRANB2_s305	51,153,255	PhosphoNetworks (PN)
AKT1	ZRANB2_s307	51,153,255	PhosphoNetworks (PN)
AKT1	ZYX_s142	102,204,0	PhosphoSitePlus (PSP)
AKT2	ANKRD2_s99	102,204,0	PhosphoSitePlus (PSP)
AKT2	ATP7A_s1424	102,204,0	PhosphoSitePlus (PSP)
AKT2	ATP7A_s1463	102,204,0	PhosphoSitePlus (PSP)
AKT2	ATP7A_s1466	102,204,0	PhosphoSitePlus (PSP)
AKT2	C2CD5_s197	102,204,0	PhosphoSitePlus (PSP)
AKT2	CBY1_s20	102,204,0	PhosphoSitePlus (PSP)
AKT2	CHUK_t23	102,204,0	PhosphoSitePlus (PSP)
AKT2	CTNNB1_s552	102,204,0	PhosphoSitePlus (PSP)
AKT2	EDC3_s161	102,204,0	PhosphoSitePlus (PSP)
AKT2	ESR1_s167	102,204,0	PhosphoSitePlus (PSP)
AKT2	EZR_t567	102,204,0	PhosphoSitePlus (PSP)
AKT2	FLNC_s2233	102,204,0	PhosphoSitePlus (PSP)
AKT2	GAPDH_t237	102,204,0	PhosphoSitePlus (PSP)
AKT2	GATA6_s290	102,204,0	PhosphoSitePlus (PSP)
AKT2	HIST1H3A_s10	102,204,0	PhosphoSitePlus (PSP)
AKT2	HIST1H3A_s28	102,204,0	PhosphoSitePlus (PSP)
AKT2	HIST1H3A_t45	102,204,0	PhosphoSitePlus (PSP)
AKT2	HTRA2_s212	102,204,0	PhosphoSitePlus (PSP)
AKT2	KHSRP_s193	102,204,0	PhosphoSitePlus (PSP)
AKT2	MAP3K5_s83	102,204,0	PhosphoSitePlus (PSP)
AKT2	PDK1_t346	102,204,0	PhosphoSitePlus (PSP)
AKT2	PIP5K1C_s555	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_s118	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_s119	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_s121	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_s127	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_s174	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_s185	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_s188	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_s191	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_s54	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_s56	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_s57	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_s59	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_s60	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_s63	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_s65	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_s69	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_s84	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_t166	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_t171	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_t179	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_t180	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_t189	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_t61	102,204,0	PhosphoSitePlus (PSP)
AKT2	PKP1_t82	102,204,0	PhosphoSitePlus (PSP)
AKT2	PPIF_s31	102,204,0	PhosphoSitePlus (PSP)
AKT2	RACGAP1_t249	102,204,0	PhosphoSitePlus (PSP)
AKT2	SH3RF1_s304	102,204,0	PhosphoSitePlus (PSP)
AKT2	WIPF1_s154	102,204,0	PhosphoSitePlus (PSP)
AKT2	WIPF1_t398	102,204,0	PhosphoSitePlus (PSP)
AKT2	XIAP_s87	102,204,0	PhosphoSitePlus (PSP)
AKT3	AGO2_s387	102,204,0	PhosphoSitePlus (PSP)
AKT3	BRAF_s365	102,204,0	PhosphoSitePlus (PSP)
AKT3	BRAF_s429	102,204,0	PhosphoSitePlus (PSP)
AKT3	TBX3_s719	102,204,0	PhosphoSitePlus (PSP)
ALK	ALK_y1278	102,204,0	PhosphoSitePlus (PSP)
ALK	ATIC_y104	102,204,0	PhosphoSitePlus (PSP)
ALK	GRB2_y160	102,204,0	PhosphoSitePlus (PSP)
ALK	PTPN11_y546	102,204,0	PhosphoSitePlus (PSP)
ALK	PTPN11_y584	102,204,0	PhosphoSitePlus (PSP)
ALK	SFPQ_y293	102,204,0	PhosphoSitePlus (PSP)
ALK	SRCIN1_y396	102,204,0	PhosphoSitePlus (PSP)
ALK	STAT3_y705	102,204,0	PhosphoSitePlus (PSP)
ALK	VASP_y39	102,204,0	PhosphoSitePlus (PSP)
ARAF	BAD_s118	102,204,0	PhosphoSitePlus (PSP)
ARAF	BAD_s75	102,204,0	PhosphoSitePlus (PSP)
ARAF	BAD_s99	102,204,0	PhosphoSitePlus (PSP)
ARAF	KHDRBS1_t317	51,153,255	PhosphoNetworks (PN)
ARAF	MAP2K1_s218	102,204,0	PhosphoSitePlus (PSP)
ARAF	MAP2K1_s222	102,204,0	PhosphoSitePlus (PSP)
ARAF	MCM7_s113	51,153,255	PhosphoNetworks (PN)
ARAF	PCBP2_s173	51,153,255	PhosphoNetworks (PN)
ARAF	PCTK1_t130	51,153,255	PhosphoNetworks (PN)
ARAF	SAFB2_s349	51,153,255	PhosphoNetworks (PN)
ARAF	SAFB2_s372	51,153,255	PhosphoNetworks (PN)
ARAF	SAFB2_s8	51,153,255	PhosphoNetworks (PN)
ARAF	SAFB2_t100	51,153,255	PhosphoNetworks (PN)
ARAF	SAFB2_t244	51,153,255	PhosphoNetworks (PN)
ARAF	SFRS1_s199	51,153,255	PhosphoNetworks (PN)
ARAF	SLC9A3R2_s303	102,204,0	PhosphoSitePlus (PSP)
ARAF	ZYX_s303	51,153,255	PhosphoNetworks (PN)
ATM	_s161	102,204,0	PhosphoSitePlus (PSP)
ATM	AATF_s189	102,204,0	PhosphoSitePlus (PSP)
ATM	AGER_s391	102,204,0	PhosphoSitePlus (PSP)
ATM	APBB1_s228	102,204,0	PhosphoSitePlus (PSP)
ATM	APLF_s116	102,204,0	PhosphoSitePlus (PSP)
ATM	ATF2_s490	102,204,0	PhosphoSitePlus (PSP)
ATM	ATF2_s498	102,204,0	PhosphoSitePlus (PSP)
ATM	ATM_s1893	102,204,0	PhosphoSitePlus (PSP)
ATM	ATM_s1981	102,204,0	PhosphoSitePlus (PSP)
ATM	ATM_s2996	102,204,0	PhosphoSitePlus (PSP)
ATM	ATM_s367	102,204,0	PhosphoSitePlus (PSP)
ATM	ATM_s440	102,204,0	PhosphoSitePlus (PSP)
ATM	ATM_t1885	102,204,0	PhosphoSitePlus (PSP)
ATM	AVEN_s135	102,204,0	PhosphoSitePlus (PSP)
ATM	AVEN_s308	102,204,0	PhosphoSitePlus (PSP)
ATM	BAG6_s218	102,204,0	PhosphoSitePlus (PSP)
ATM	BAG6_s26	102,204,0	PhosphoSitePlus (PSP)
ATM	BLM_t122	102,204,0	PhosphoSitePlus (PSP)
ATM	BLM_t99	102,204,0	PhosphoSitePlus (PSP)
ATM	BRCA1_s1189	102,204,0	PhosphoSitePlus (PSP)
ATM	BRCA1_s1387	102,204,0	PhosphoSitePlus (PSP)
ATM	BRCA1_s1423	102,204,0	PhosphoSitePlus (PSP)
ATM	BRCA1_s1457	102,204,0	PhosphoSitePlus (PSP)
ATM	BRCA1_s1497	102,204,0	PhosphoSitePlus (PSP)
ATM	BRCA1_s1524	102,204,0	PhosphoSitePlus (PSP)
ATM	BRCA1_s1542	102,204,0	PhosphoSitePlus (PSP)
ATM	BUB1_s314	102,204,0	PhosphoSitePlus (PSP)
ATM	CCDC6_t434	102,204,0	PhosphoSitePlus (PSP)
ATM	CDKN1B_s140	102,204,0	PhosphoSitePlus (PSP)
ATM	CHD4_s1349	102,204,0	PhosphoSitePlus (PSP)
ATM	CHEK1_s345	102,204,0	PhosphoSitePlus (PSP)
ATM	CHEK2_s28	102,204,0	PhosphoSitePlus (PSP)
ATM	CHEK2_s33	102,204,0	PhosphoSitePlus (PSP)
ATM	CHEK2_s35	102,204,0	PhosphoSitePlus (PSP)
ATM	CHEK2_t26	102,204,0	PhosphoSitePlus (PSP)
ATM	CHEK2_t68	102,204,0	PhosphoSitePlus (PSP)
ATM	CHUK_s473	102,204,0	PhosphoSitePlus (PSP)
ATM	COP1_s387	102,204,0	PhosphoSitePlus (PSP)
ATM	CREB1_s111	102,204,0	PhosphoSitePlus (PSP)
ATM	CREB1_s121	102,204,0	PhosphoSitePlus (PSP)
ATM	CREB1_s133	102,204,0	PhosphoSitePlus (PSP)
ATM	CREB1_t100	102,204,0	PhosphoSitePlus (PSP)
ATM	CROCC_s922	102,204,0	PhosphoSitePlus (PSP)
ATM	DAXX_s564	102,204,0	PhosphoSitePlus (PSP)
ATM	DBF4_s502	102,204,0	PhosphoSitePlus (PSP)
ATM	DBF4_s539	102,204,0	PhosphoSitePlus (PSP)
