Ensembl	GeneSymbol	R1t0_5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R2t0_5	R2t1	R2t2	R2t8	R2t16	R2t24	R2t30
ENSG00000115641	FHL2	-0.01	-0.02	-0.03	-0.98	-0.81	-0.66	-0.55	0.07	0.14	0.28	-0.88	-0.72	-0.66	-0.62
ENSG00000117360	PRPF3	0.2	0.4	0.8	0.6	0.19	-0.05	-0.2	0.01	0.03	0.06	-0.32	-0.26	-0.37	-0.48
ENSG00000119596	YLPM1	-0.11	-0.22	-0.44	-0.32	-0.38	-0.26	-0.15	-0.04	-0.09	-0.18	-0.77	-0.5	-0.28	-0.13
ENSG00000119912	IDE	-0.06	-0.11	-0.22	-0.09	-0.09	0	0.04	-0.01	-0.01	-0.02	0.48	0.48	0.4	0.37
ENSG00000119953	SMNDC1	0.16	0.33	0.65	0.01	-0.07	-0.1	-0.13	0.17	0.35	0.7	-0.18	-0.17	-0.09	-0.02
ENSG00000123737	EXOSC9	0.12	0.25	0.49	1.27	0.68	0.26	-0.03	0.07	0.14	0.28	-0.45	-0.33	-0.14	0.01
ENSG00000124181	PLCG1	0.03	0.05	0.11	-0.18	-0.66	-0.08	0.2	-0.12	-0.24	-0.49	-1.31	-0.61	-0.3	-0.11
ENSG00000124228	DDX27	0.27	0.55	1.1	1.05	0.94	0.77	0.63	0	0	0.01	0.09	-0.04	-0.19	-0.32
ENSG00000124299	PEPD	-0.04	-0.07	-0.13	-0.59	-0.32	-0.05	0.15	-0.15	-0.29	-0.58	-0.4	-0.46	-0.34	-0.24
ENSG00000124541	RRP36	0.06	0.12	0.24	0.51	0.28	0.17	0.1	0.04	0.08	0.16	0.03	-0.01	-0.07	-0.12
ENSG00000124610	HIST1H1A	-0.12	-0.24	-0.49	-1.28	-0.85	-0.55	-0.33	0.03	0.05	0.1	-0.49	-0.84	-0.41	-0.01
ENSG00000125304	TM9SF2	-0.1	-0.19	-0.39	-1.54	-0.8	-0.09	0.44	-0.26	-0.52	-1.05	-0.29	-0.05	0	0.04
ENSG00000125450	NUP85	0.05	0.1	0.2	0.02	-0.63	-0.15	0.05	-0.07	-0.13	-0.26	-0.76	-0.61	-0.36	-0.16
ENSG00000125676	THOC2	-0.04	-0.07	-0.15	-0.47	-0.26	-0.1	0.02	0	0.01	0.02	-0.09	-0.04	-0.05	-0.06
ENSG00000125995	ROMO1	-0.09	-0.17	-0.33	-0.29	-0.2	-0.18	-0.15	0.05	0.1	0.19	0.16	-0.01	-0.03	-0.03
ENSG00000126247	CAPNS1	-0.02	-0.05	-0.09	-0.26	-0.19	-0.11	-0.05	-0.11	-0.23	-0.46	-0.23	-0.17	-0.18	-0.19
ENSG00000126883	NUP214	-0.03	-0.06	-0.11	0.08	0.06	0.09	0.11	-0.07	-0.14	-0.29	-0.11	-0.11	-0.12	-0.13
ENSG00000127603	MACF1	0	0	0.01	-0.12	-0.01	0.23	0.42	-0.06	-0.12	-0.23	-0.29	-0.12	-0.08	-0.07
ENSG00000127824	TUBA4A	-0.02	-0.05	-0.1	-0.36	-0.58	-0.67	-0.74	-0.01	-0.03	-0.05	-0.65	-0.57	-0.65	-0.7
ENSG00000129460	NGDN	0.12	0.25	0.51	0.63	0.28	0.15	0.07	0.03	0.06	0.13	-0.17	-0.19	-0.22	-0.25
ENSG00000130303	BST2	0.01	0.01	0.02	-0.59	-0.37	-0.15	0.01	0.01	0.02	0.04	-0.65	-0.39	-0.17	0
ENSG00000130638	ATXN10	-0.03	-0.06	-0.12	-0.92	-0.94	-0.45	-0.06	-0.05	-0.09	-0.18	-1.11	-0.71	-0.38	-0.14
ENSG00000130939	UBE4B	-0.08	-0.16	-0.32	-1.42	-0.39	0.09	0.41	-0.11	-0.23	-0.47	-0.53	-0.36	-0.16	-0.01
ENSG00000131016	AKAP12	0.08	0.15	0.31	1.19	0.06	-0.53	-0.92	0.11	0.22	0.44	-0.41	-0.53	-0.57	-0.58
ENSG00000131876	SNRPA1	0.05	0.1	0.2	0.06	-0.06	-0.11	-0.15	-0.14	-0.29	-0.57	-0.14	-0.13	-0.21	-0.26
ENSG00000132002	DNAJB1	0.06	0.12	0.23	-0.98	-0.73	-0.54	-0.41	0.02	0.03	0.07	-0.13	-0.32	-0.42	-0.5
ENSG00000132475	H3F3A	0.08	0.17	0.33	0.93	0.23	0.07	-0.12	-0.07	-0.15	-0.29	0.05	0.04	-0.17	-0.35
ENSG00000132589	FLOT2	-0.09	-0.17	-0.35	-0.65	-0.55	-0.26	-0.02	-0.1	-0.19	-0.38	-0.6	-0.36	-0.13	0.04
ENSG00000132646	PCNA	-0.03	-0.05	-0.11	-0.63	-0.64	-0.65	-0.66	-0.14	-0.28	-0.55	-1.32	-0.8	-0.26	0.15
ENSG00000132716	DCAF8	0.18	0.37	0.74	-0.14	0.13	0.56	0.85	-0.27	-0.53	-1.06	-0.64	-0.51	-0.32	-0.15
ENSG00000134765	DSC1	-0.03	-0.05	-0.09	-0.11	-0.03	-0.04	-0.06	0.02	0.04	0.07	0.43	0.28	0.25	0.23
ENSG00000135821	GLUL	0.14	0.29	0.58	0.03	-0.57	-0.57	-0.5	-0.21	-0.43	-0.85	-1.32	-0.97	-0.98	-0.94
ENSG00000136231	IGF2BP3	0.19	0.38	0.76	0.1	-0.29	-0.31	-0.29	0.18	0.36	0.71	-0.37	-0.21	-0.28	-0.35
ENSG00000136261	BZW2	-0.1	-0.19	-0.38	-0.9	-0.9	-0.34	-0.14	-0.03	-0.06	-0.12	-1.01	-0.6	-0.24	0.02
ENSG00000138594	TMOD3	-0.09	-0.18	-0.36	-0.11	0.18	0.02	-0.06	0.08	0.17	0.35	0.16	0.17	0.33	0.46
ENSG00000138777	PPA2	-0.15	-0.31	-0.62	-0.91	-0.5	-0.17	0.06	0.11	0.22	0.44	0.77	0.68	0.58	0.5
ENSG00000138796	HADH	0.04	0.09	0.18	-0.24	-0.68	-0.48	-0.27	-0.09	-0.18	-0.36	-1.16	-0.85	-0.5	-0.24
ENSG00000140395	WDR61	0.01	0.03	0.07	-0.16	0.02	0.2	0.33	-0.19	-0.38	-0.76	-0.08	0.05	0.12	0.16
ENSG00000140525	FANCI	0	-0.01	-0.01	-0.21	-0.28	-0.25	-0.21	0.03	0.07	0.14	-0.54	0.2	0.03	0.12
ENSG00000142655	PEX14	0.05	0.1	0.2	0.09	0.06	0.08	0.1	0.11	0.23	0.46	0.18	0.34	0.23	0.12
ENSG00000143401	ANP32E	-0.04	-0.08	-0.17	-0.7	-0.77	-0.59	-0.49	-0.06	-0.12	-0.24	-0.69	-0.73	-0.77	-0.8
ENSG00000143416	SELENBP1	-0.11	-0.21	-0.43	-1.15	-0.98	-0.41	0.02	-0.12	-0.25	-0.49	-1.45	-1.01	-0.44	-0.01
ENSG00000146112	PPP1R18	0.2	0.4	0.8	0.83	0.43	0.04	-0.26	0.1	0.2	0.41	0.05	-0.16	-0.31	-0.42
ENSG00000146676	PURB	-0.01	-0.02	-0.04	-0.51	-0.1	-0.1	-0.07	0.01	0.03	0.07	-0.1	-0.19	-0.18	-0.16
ENSG00000146858	ZC3HAV1L	-0.27	-0.55	-1.11	-0.76	-0.07	-0.6	-0.83	0.02	0.04	0.08	0.5	-0.16	-0.62	-0.95
ENSG00000152642	GPD1L	0	0.01	0.02	-0.62	-0.62	-0.01	0.22	-0.12	-0.24	-0.47	-0.7	-0.46	-0.22	-0.05
ENSG00000153071	DAB2	0.17	0.34	0.69	2.01	0.58	-0.07	-0.47	0.12	0.24	0.49	-0.24	-0.32	-0.38	-0.42
ENSG00000153904	DDAH1	0.14	0.28	0.57	0.74	-0.39	-0.58	-0.73	0.12	0.25	0.5	-0.82	-0.88	-0.71	-0.56
ENSG00000159176	CSRP1	0.33	0.65	1.31	-0.02	-0.58	-0.64	-0.63	0.24	0.47	0.94	-0.93	-0.29	-0.19	-0.09
ENSG00000159348	CYB5R1	-0.01	-0.01	-0.01	0.02	0.42	0.4	0.34	-0.03	-0.05	-0.09	0.5	0.5	0.34	0.28
ENSG00000162614	NEXN	0.11	0.22	0.45	0.85	-0.03	-0.7	-1.18	0.13	0.26	0.53	-0.98	-0.66	-0.65	-0.67
ENSG00000162819	BROX	-0.07	-0.14	-0.28	0.18	0.42	0.24	0.11	0.12	0.24	0.48	0.44	0.44	0.42	0.4
ENSG00000162851	TFB2M	-0.09	-0.18	-0.36	-0.35	-0.18	-0.09	-0.02	-0.05	-0.1	-0.2	0.39	0.2	0.06	-0.05
ENSG00000163453	IGFBP7	0.08	0.16	0.32	0.03	-0.29	-0.39	-0.5	-0.07	-0.13	-0.26	-0.59	-0.68	-0.79	-0.88
ENSG00000163558	PRKCI	-0.01	-0.03	-0.05	-0.71	-0.72	-0.56	-0.44	0.13	0.27	0.52	-0.24	0.26	0.2	0.25
ENSG00000163882	POLR2H	-0.07	-0.14	-0.28	0	0.01	0.07	0.11	0.03	0.06	0.12	0.07	0.14	0.17	0.19
ENSG00000163956	LRPAP1	-0.04	-0.08	-0.17	-0.76	-0.5	-0.25	-0.06	-0.13	-0.27	-0.54	-0.38	-0.41	-0.21	-0.04
ENSG00000165458	INPPL1	-0.01	-0.01	-0.03	-0.02	0.05	0.34	0.52	-0.09	-0.18	-0.36	0.65	0.59	0.47	0.37
ENSG00000166986	MARS	-0.33	-0.66	-1.32	0.63	-0.02	-0.54	-0.91	-0.34	-0.67	-1.35	-0.76	-0.65	-0.86	-0.97
ENSG00000167110	GOLGA2	-0.12	-0.23	-0.46	-0.26	0.08	0.04	-0.02	-0.1	-0.2	-0.41	-0.14	-0.44	-0.59	-0.69
ENSG00000167862	ICT1	-0.02	-0.04	-0.09	0.54	0.39	0.27	0.18	-0.01	-0.02	-0.04	0.12	0.2	0.11	0.02
ENSG00000168496	FEN1	0.13	0.25	0.5	0.72	-0.24	-0.18	-0.05	-0.2	-0.4	-0.81	-1.1	-0.55	-0.37	-0.29
ENSG00000168610	STAT3	0.01	0.03	0.06	-0.21	0.02	0.17	0.29	-0.18	-0.36	-0.71	-0.49	-0.36	-0.25	-0.16
ENSG00000168924	LETM1	-0.09	-0.18	-0.36	0.81	0.19	-0.11	-0.28	-0.1	-0.21	-0.42	-1.3	-0.61	-0.37	-0.23
ENSG00000169032	MAP2K1	0.15	0.3	0.6	0.86	0.55	0.32	0.15	-0.23	-0.45	-0.9	-0.08	-0.59	-0.29	-0.32
ENSG00000170558	CDH2	-0.04	-0.07	-0.15	-0.2	-0.48	-0.69	-0.84	0.05	0.1	0.2	-0.76	-0.8	-0.67	-0.62
ENSG00000171634	BPTF	0.05	0.1	0.21	0.26	0.17	0.26	0.31	0.16	0.33	0.65	0.28	0.61	0.51	0.39
ENSG00000172239	PAIP1	0.01	0.01	0.02	0.53	0.07	-0.09	-0.17	0.05	0.11	0.22	-0.34	-0.16	-0.03	0.06
ENSG00000172572	PDE3A	0.03	0.06	0.11	1.22	0.44	0.18	-0.09	0.19	0.38	0.76	-0.15	0.11	0.22	0.28
ENSG00000172660	TAF15	-0.34	-0.69	-1.39	0.17	-0.1	-0.25	-0.35	0.03	0.06	0.11	-1.17	-0.58	0.04	0.5
ENSG00000172893	DHCR7	0.15	0.3	0.6	0.62	0.49	0.32	0.19	0.04	0.08	0.16	-0.29	0.21	0.71	1.08
ENSG00000173757	STAT5B	0.02	0.03	0.06	0.41	0.22	0.39	0.55	0.03	0.06	0.13	-0.15	0.1	0.38	0.6
ENSG00000174780	SRP72	0.03	0.06	0.12	-1.19	-0.16	0.03	0.08	-0.07	-0.14	-0.29	1.07	0.46	0.09	-0.19
ENSG00000175029	CTBP2	0.21	0.41	0.82	1.17	0.91	0.62	0.4	-0.09	-0.18	-0.36	0.5	0.5	0.5	0.5
ENSG00000175130	MARCKSL1	-0.12	-0.23	-0.47	-1.48	-1.48	-1.48	-1.48	-0.2	-0.39	-0.79	-1.98	-1.56	-1.12	-0.78
ENSG00000175220	ARHGAP1	0.01	0.02	0.05	-0.37	-0.2	-0.04	0.08	-0.04	-0.07	-0.14	-0.23	-0.18	-0.13	-0.09
ENSG00000175445	LPL	0.04	0.07	0.14	0.01	-0.63	-0.79	-0.87	-0.01	-0.03	-0.07	-1.09	-0.98	-0.75	-0.57
ENSG00000176890	TYMS	0.05	0.11	0.22	0.1	-0.83	-1.76	-2.46	0.03	0.07	0.13	-0.83	-0.35	-0.05	0.16
ENSG00000177646	ACAD9	0.04	0.08	0.16	0.23	0.15	0.2	0.22	0	0.01	0.02	-0.06	0.02	0.08	0.13
ENSG00000178695	KCTD12	0.04	0.07	0.15	0.98	0.5	0.24	0.06	0.09	0.18	0.37	-0.59	-0.27	0	0.19
ENSG00000179409	GEMIN4	-0.01	-0.02	-0.04	-0.71	-0.36	0.01	0.3	-0.11	-0.22	-0.45	-0.43	-0.42	-0.19	-0.1
ENSG00000182481	KPNA2	0.01	0.01	0.02	-0.49	-0.52	-0.57	-0.61	-0.07	-0.13	-0.26	-0.46	-0.58	-0.61	-0.62
ENSG00000182919	C11orf54	-0.01	-0.02	-0.03	0.09	0.29	0.41	0.5	-0.02	-0.03	-0.05	0.92	0.71	0.55	0.44
ENSG00000183291	Sep-15	0.01	0.03	0.05	-0.01	0.12	0.18	0.21	-0.03	-0.07	-0.14	0.31	0.31	0.15	0.04
ENSG00000184357	HIST1H1B	-0.2	-0.41	-0.82	-1.68	-1.75	-1.34	-1.01	0.12	0.23	0.47	-1.34	-0.8	-0.17	0.3
ENSG00000186184	POLR1D	0	0	0	-0.72	-0.72	-0.72	-0.72	-0.11	-0.21	-0.41	-0.09	-0.09	0.03	0.12
ENSG00000189159	HN1	0.01	0.02	0.04	-0.28	-0.49	-0.49	-0.45	0.03	0.05	0.1	-0.69	-0.67	-0.59	-0.52
ENSG00000196510	ANAPC7	0.16	0.31	0.62	0.49	-0.04	-0.02	0.02	-0.2	-0.39	-0.79	-0.96	-0.55	-0.47	-0.41
ENSG00000196975	ANXA4	0.02	0.03	0.05	-0.39	-0.28	0.18	0.47	-0.09	-0.18	-0.36	-0.4	-0.39	-0.39	-0.39
ENSG00000197879	MYO1C	0.01	0.03	0.05	0.67	0.51	0.47	0.46	-0.04	-0.08	-0.16	0.1	0.22	0.26	0.29
ENSG00000198231	DDX42	0.15	0.31	0.62	0.58	0.19	0.07	0.01	-0.2	-0.41	-0.82	-0.54	-0.26	-0.33	-0.41
ENSG00000198959	TGM2	-0.03	-0.06	-0.12	-0.48	-1.05	-0.89	-0.88	-0.01	-0.02	-0.04	-0.58	-0.21	-0.38	-0.44
ENSG00000204590	GNL1	-0.05	-0.1	-0.19	0.02	0.19	0.08	-0.03	-0.11	-0.23	-0.45	0.06	-0.09	-0.14	-0.17
ENSG00000204843	DCTN1	-0.24	-0.47	-0.96	-1.54	-0.44	-0.36	-0.39	-0.08	-0.15	-0.29	0.31	-0.57	-0.98	-1.23
ENSG00000205937	RNPS1	0.09	0.18	0.35	0.17	-0.1	0.02	0.12	-0.27	-0.54	-1.08	-0.63	-0.66	-0.58	-0.5
ENSG00000228716	DHFR	-0.07	-0.14	-0.27	-1.01	-1.2	-1.42	-1.59	-0.03	-0.06	-0.11	-1.2	-0.12	-0.06	0.13
ENSG00000002549	LAP3	-0.04	-0.09	-0.17	-0.63	-0.3	-0.11	0.02	0	-0.01	-0.02	-0.78	-0.3	-0.04	0.18
ENSG00000002834	LASP1	0.14	0.28	0.56	-0.16	-0.19	-0.12	-0.07	-0.21	-0.43	-0.86	-0.75	-0.83	-0.84	-0.83
ENSG00000010244	ZNF207	0.02	0.04	0.07	0.44	-0.41	-0.24	-0.25	-0.09	-0.18	-0.37	-0.82	-0.55	-0.38	-0.26
ENSG00000018510	AGPS	-0.1	-0.19	-0.38	-0.91	-0.81	-0.78	-0.75	-0.07	-0.14	-0.27	-0.95	-0.99	-0.96	-0.93
ENSG00000029993	HMGB3	-0.09	-0.18	-0.36	-1.56	-1.42	-1.1	-0.84	-0.09	-0.19	-0.39	-1.28	-1.18	-0.97	-0.83
ENSG00000030582	GRN	-0.01	-0.01	-0.03	-0.08	-0.02	0.04	0.09	-0.03	-0.06	-0.12	0.01	0.12	0.18	0.21
ENSG00000064703	DDX20	0.15	0.3	0.6	1.04	0.32	0.05	-0.1	0.04	0.08	0.15	-0.41	-0.27	-0.22	-0.18
ENSG00000069345	DNAJA2	-0.05	-0.1	-0.2	-0.95	-0.6	-0.26	0	0.02	0.03	0.07	-0.6	-0.32	-0.13	0
ENSG00000073578	SDHA	0.12	0.24	0.47	0.59	-0.04	-0.05	-0.05	-0.17	-0.34	-0.67	-0.68	-0.5	-0.43	-0.38
ENSG00000075624	ACTB	0	0	0	-0.46	-0.49	-0.57	-0.62	0.22	0.43	0.85	-0.44	-0.12	-0.08	-0.09
ENSG00000076554	PrLZ	-0.09	-0.18	-0.37	-0.81	-0.39	-0.34	-0.3	0.11	0.21	0.42	0.21	-0.34	-0.45	-0.52
ENSG00000085491	SLC25A24	0.01	0.02	0.05	0.55	-0.23	-0.3	-0.28	0.13	0.27	0.54	-0.4	-0.42	-0.16	-0.05
ENSG00000086062	B4GALT1	0.03	0.06	0.11	-0.46	-0.41	-0.31	-0.23	-0.05	-0.1	-0.19	-1.3	-1.06	-0.83	-0.67
ENSG00000087111	PIGS	-0.02	-0.05	-0.1	-0.22	-0.39	-0.24	-0.07	-0.04	-0.08	-0.15	-1.09	-0.72	-0.44	-0.24
ENSG00000088986	DYNLL1	-0.02	-0.04	-0.08	-0.78	-0.44	-0.34	-0.23	-0.07	-0.13	-0.26	-0.31	-0.17	-0.18	-0.18
ENSG00000092841	MYL6	0.01	0.01	0.03	-1.48	-1.18	-0.92	-0.72	-0.1	-0.2	-0.39	-1.09	-1.08	-1.02	-0.98
ENSG00000095002	MSH2	0.02	0.05	0.11	0.34	-0.31	-0.17	-0.02	0.12	0.25	0.5	-0.36	-0.16	0.21	0.49
ENSG00000099783	HNRNPM	-0.05	-0.11	-0.22	-0.49	-0.57	-0.42	-0.28	-0.06	-0.12	-0.24	-0.54	-0.54	-0.14	0.01
ENSG00000100075	SLC25A1	-0.12	-0.25	-0.51	-0.81	-0.82	-0.51	-0.24	-0.07	-0.13	-0.26	-0.7	-0.7	-0.7	-0.7
ENSG00000100401	RANGAP1	-0.02	-0.04	-0.07	0.44	0.13	-0.2	-0.44	0.06	0.11	0.23	0.13	-0.04	-0.13	-0.19
ENSG00000100442	FKBP3	0	-0.01	-0.01	-0.24	-0.32	-0.25	-0.21	-0.04	-0.07	-0.14	-0.3	-0.3	-0.38	-0.45
ENSG00000100714	MTHFD1	0.02	0.04	0.07	0.11	-0.45	-0.8	-1	-0.05	-0.1	-0.21	-0.57	-0.27	-0.08	0.06
ENSG00000101856	PGRMC1	-0.03	-0.05	-0.1	-0.76	-0.67	-0.42	-0.23	-0.05	-0.1	-0.21	-0.57	-0.5	-0.37	-0.27
ENSG00000101986	ABCD1	-0.1	-0.2	-0.41	-1.29	-1.2	-0.9	-0.65	-0.15	-0.29	-0.59	-0.99	-0.79	-0.63	-0.52
ENSG00000102309	PIN4	-0.13	-0.26	-0.52	-1.17	-0.74	-0.33	-0.02	-0.03	-0.05	-0.11	-0.37	-0.33	-0.16	-0.02
ENSG00000103187	COTL1	-0.04	-0.08	-0.17	-0.78	-0.86	-0.92	-0.96	0.01	0.02	0.04	-0.69	-0.67	-0.76	-0.85
ENSG00000103363	TCEB2	0.01	0.01	0.01	-0.04	-0.25	-0.51	-0.71	0.02	0.05	0.09	-0.29	-0.37	-0.51	-0.63
ENSG00000104356	POP1	-0.01	-0.01	-0.02	-0.72	-0.55	-0.24	0.01	-0.02	-0.05	-0.09	-0.87	-0.71	-0.45	-0.23
ENSG00000106211	HSPB1	-0.16	-0.31	-0.62	-1.58	-1.5	-0.87	-0.34	-0.16	-0.32	-0.65	-1.1	-0.6	-0.18	0.12
ENSG00000108064	TFAM	-0.02	-0.04	-0.08	0.04	-0.53	-0.67	-0.73	0.11	0.23	0.47	0.08	0.08	0.08	0.08
ENSG00000108578	BLMH	0.07	0.13	0.26	-0.34	-0.21	-0.07	0.03	-0.15	-0.29	-0.58	-0.59	-0.73	-0.55	-0.45
ENSG00000109107	ALDOC	-0.11	-0.21	-0.42	-1.12	-0.8	-0.09	0.49	-0.08	-0.17	-0.35	-0.44	0.01	0.42	0.72
ENSG00000112992	NNT	0.02	0.03	0.06	-0.55	-0.63	-0.28	-0.05	0	0	-0.01	-0.69	-0.26	-0.19	-0.17
ENSG00000113048	MRPS27	0.18	0.37	0.75	0.28	0.14	0.36	0.57	-0.16	-0.33	-0.67	-0.58	-0.36	-0.24	-0.14
ENSG00000113068	PFDN1	-0.02	-0.03	-0.06	-0.4	-0.48	-0.35	-0.24	-0.12	-0.24	-0.48	-0.64	-0.63	-0.54	-0.47
ENSG00000113368	LMNB1	-0.15	-0.3	-0.6	-0.35	-0.56	-0.67	-0.73	0.1	0.2	0.41	-1.12	-0.32	0.12	0.4
ENSG00000114353	GNAI2	0.06	0.12	0.23	-0.61	-0.27	-0.14	-0.02	-0.06	-0.12	-0.23	-0.24	-0.41	-0.49	-0.53
ENSG00000115365	LANCL1	0.12	0.24	0.49	-0.09	-0.37	-0.02	0.15	-0.23	-0.46	-0.93	-0.93	-0.69	-0.3	0.01
ENSG00000116171	SCP2	0.13	0.25	0.51	-0.28	-0.18	0.06	0.25	-0.03	-0.07	-0.15	-0.6	-0.34	-0.15	-0.01
ENSG00000116752	BCAS2	0.04	0.09	0.17	0.81	0.46	0.08	-0.2	-0.01	-0.02	-0.03	0.41	0.17	0.03	-0.06
ENSG00000117632	STMN1	-0.03	-0.07	-0.13	-0.82	-1.1	-0.76	-0.59	-0.04	-0.08	-0.16	-0.74	-0.8	-0.55	-0.35
ENSG00000119396	RAB14	0.01	0.02	0.04	-0.65	-0.5	-0.28	-0.12	0	0	-0.01	-0.73	-0.39	-0.14	0.02
ENSG00000120438	TCP1	-0.01	-0.01	-0.02	-0.53	-0.45	-0.21	-0.02	-0.21	-0.41	-0.82	-0.68	-0.57	-0.43	-0.32
ENSG00000120802	TMPO	-0.05	-0.1	-0.21	-0.3	-0.28	-0.36	-0.42	0.08	0.16	0.33	-1.12	-0.79	-0.28	0.1
ENSG00000122545	Sep-07	-0.13	-0.26	-0.51	-0.57	-0.59	-0.35	-0.19	-0.02	-0.05	-0.1	-0.81	-0.64	-0.26	-0.05
ENSG00000122873	CISD1	-0.09	-0.19	-0.39	-0.47	-0.19	0.05	0.22	-0.02	-0.04	-0.08	0.18	0.01	-0.17	-0.31
ENSG00000123064	DDX54	-0.1	-0.2	-0.41	-0.75	-0.41	-0.17	-0.01	-0.02	-0.05	-0.1	-0.19	-0.07	0.08	0.2
ENSG00000123416	TUBA1B	-0.03	-0.06	-0.13	-0.64	-0.9	-0.68	-0.58	-0.12	-0.25	-0.5	-0.92	-0.88	-0.87	-0.86
ENSG00000124529	HIST1H4A	0	0	-0.01	0.82	-0.02	-0.46	-0.8	0.1	0.19	0.37	-0.15	-0.31	0.12	0.26
ENSG00000124575	HIST1H1D	0.01	0.02	0.04	0.01	-0.42	-0.49	-0.5	0.22	0.44	0.87	-0.16	0.06	0.18	0.26
ENSG00000124635	HIST1H2BJ	-0.21	-0.42	-0.86	0.01	-0.28	-0.77	-1.16	0	0.01	0.01	0.3	0.1	-0.04	-0.14
ENSG00000128245	YWHAH	0.01	0.02	0.04	-0.71	-0.9	-0.65	-0.43	-0.14	-0.29	-0.59	-0.84	-0.84	-0.38	-0.21
ENSG00000128567	PODXL	0.04	0.08	0.16	-0.67	-0.42	-0.09	0.16	-0.03	-0.07	-0.14	-1.33	-0.87	-0.4	-0.05
ENSG00000128591	FLNC	-0.15	-0.3	-0.6	-1.36	-1.35	-1.35	-1.35	-0.16	-0.32	-0.64	-0.75	-0.72	-0.37	-0.08
ENSG00000130309	GLT25D1	-0.1	-0.19	-0.38	-0.62	-0.98	-0.46	-0.2	-0.09	-0.18	-0.36	-0.87	-0.54	-0.25	-0.03
ENSG00000130635	COL5A1	-0.02	-0.04	-0.08	-0.91	-0.8	-0.72	-0.67	-0.17	-0.35	-0.7	-1.1	-1.1	-1.25	-1.3
ENSG00000132688	NES	-0.18	-0.36	-0.73	-1.13	-1.11	-0.78	-0.51	0.02	0.03	0.06	-0.56	-0.35	-0.15	0.01
ENSG00000137710	RDX	0.04	0.07	0.14	-0.4	-0.69	-0.37	-0.21	-0.19	-0.39	-0.77	-1.03	-0.82	-0.64	-0.51
ENSG00000139343	SNRPF	0	0	0.02	-0.63	-0.7	-0.38	-0.1	-0.01	-0.02	-0.03	-0.7	-0.47	-0.4	-0.37
ENSG00000141378	PTRH2	0.15	0.3	0.61	0.4	0.63	0.51	0.38	0.11	0.22	0.44	0.45	0.31	0.13	-0.01
ENSG00000143641	GALNT2	0.1	0.2	0.39	-0.2	-0.94	-0.85	-0.85	-0.22	-0.45	-0.89	-1.59	-1.52	-1.51	-1.51
ENSG00000145833	DDX46	-0.02	-0.05	-0.1	-0.59	-0.86	-0.55	-0.29	0.06	0.13	0.26	-1.01	-0.4	-0.03	0.22
ENSG00000147684	NDUFB9	-0.06	-0.13	-0.25	0.1	0.15	0.13	0.11	-0.03	-0.07	-0.14	0.17	0.09	0.01	-0.05
ENSG00000148175	STOM	0.1	0.2	0.4	-0.28	-0.44	-0.08	0.12	-0.13	-0.25	-0.51	-0.87	-0.66	-0.44	-0.28
ENSG00000148303	RPL7A	-0.03	-0.06	-0.11	-1.05	-0.75	-0.43	-0.2	-0.08	-0.16	-0.31	-0.53	-0.44	-0.29	-0.17
ENSG00000149273	RPS3	-0.28	-0.55	-1.12	-0.42	-0.5	-0.76	-0.96	0.28	0.56	1.11	0.85	0.62	0.71	0.81
ENSG00000150782	IL18	0.12	0.23	0.47	0.6	0.08	-0.05	-0.21	-0.05	-0.1	-0.21	-0.3	-0.33	-0.39	-0.45
ENSG00000151729	SLC25A4	0.03	0.05	0.1	0.01	-0.4	-0.55	-0.65	-0.25	-0.5	-1	-1.08	-1.01	-1.08	-1.13
ENSG00000151923	TIAL1	-0.04	-0.07	-0.14	0.22	0.09	0.01	-0.04	0	-0.01	-0.02	0.14	0.12	0.14	0.17
ENSG00000152767	FARP1	-0.01	-0.02	-0.03	-0.54	-1.01	-0.79	-0.72	-0.19	-0.37	-0.73	-1.39	-1.21	-1.07	-0.96
ENSG00000152952	PLOD2	0	0.01	0.03	-0.82	-0.59	-0.37	-0.21	-0.04	-0.08	-0.14	-0.85	-0.75	-0.49	-0.29
ENSG00000155130	MARCKS	-0.08	-0.15	-0.29	-1	-1.12	-0.9	-0.7	0.02	0.05	0.1	-1.24	-1.15	-0.88	-0.67
ENSG00000156531	PHF6	-0.09	-0.18	-0.36	-0.36	-0.36	-0.36	-0.36	0.08	0.16	0.32	-0.76	-0.55	-0.15	0.15
ENSG00000158373	HIST2H2BF	-0.2	-0.39	-0.79	0.13	-0.03	-0.45	-0.8	0.01	0.03	0.05	0.54	0.26	0.07	-0.06
ENSG00000158710	TAGLN2	0.05	0.1	0.19	-0.58	-1.01	-1	-0.99	-0.21	-0.42	-0.84	-1.42	-1.41	-1.43	-1.45
ENSG00000158864	NDUFS2	0.04	0.07	0.14	0.19	-0.27	-0.13	0.01	-0.19	-0.37	-0.74	-0.73	-0.47	-0.29	-0.15
ENSG00000160789	LMNA	0	-0.01	-0.02	-0.06	0.05	-0.24	-0.4	-0.02	-0.03	-0.06	0.22	-0.12	-0.29	-0.39
ENSG00000161547	SRSF2	0.15	0.29	0.59	0.56	-0.17	-0.13	-0.02	-0.1	-0.2	-0.41	-0.81	-0.54	-0.36	-0.21
