gene_info	entrezs	Tulip14	Tulip27	Tulip04	Tulip01	Tulip13	Tulip20	Tulip24	Tulip25	Tulip28	Tulip09	Tulip03	Tulip17	Tulip06	Tulip05	Tulip11	Tulip07	Tulip22
C19orf80	NA	0.189	-0.064	0.699	0.483	-0.162	-0.118	0.561	-0.007	0.032	-0.575	0.164	-0.609	0.284	-1.493	0.985	-0.462	0.092
C1orf123	NA	-0.451	-0.388	0.026	0.584	0.094	0.027	-0.172	0.119	0.132	0.031	-0.72	-0.542	0.329	1.655	-0.256	-0.534	0.067
C1QB	713	0.625	0.126	-0.052	0.167	0.136	-0.047	0.122	-0.218	-0.402	-0.186	-0.121	-0.141	0.005	-0.228	-0.069	0.252	0.03
C1QC	714	0.759	0.217	-0.32	0.053	-0.01	-0.267	0.441	-0.089	-0.485	0.045	-0.421	-0.193	-0.287	0.077	-0.129	0.186	0.421
C1QTNF5	114902	0.316	-0.055	0.084	-0.134	0.024	-0.118	-0.114	-0.272	0.107	-0.438	0.547	0.33	-0.123	0.006	0.075	-0.045	-0.189
C1R	715	0.097	0.117	-0.131	-0.122	0.068	-0.38	0.262	-0.738	-0.193	-0.371	0.059	0.174	0.075	0.075	0.099	0.905	0.005
C1RL	51279	0.481	-0.022	-0.077	0.228	0.019	-0.214	0.144	0.112	-0.235	-0.151	-0.401	0.001	-0.098	-0.06	-0.044	0.15	0.168
C1S	716	0.361	0.029	0.223	0.145	0.138	-0.146	0.335	-0.591	-0.31	-0.321	-0.113	0.233	0.158	-0.033	-0.224	0.144	-0.026
C2	717	0.381	0.044	0.122	0.123	-0.013	-0.009	-0.005	-0.041	-0.278	0.09	-0.287	0.066	-0.666	0.139	-0.078	0.354	0.056
C3	718	-0.219	1.521	-1.73	-0.509	-0.251	0.067	0.035	0.196	0.098	0.28	0.935	-2	1.051	-1.223	0.402	0.723	0.624
C4BPA	722	0.059	0.825	-0.001	-0.281	-0.173	0.086	0.056	-0.264	-0.257	-0.23	-0.018	-0.441	0.148	-0.292	0.397	0.368	0.019
C5	727	0.748	0.061	0.296	-0.188	-0.175	-0.116	0.438	-0.211	-0.2	-0.69	0.133	0.215	-0.226	-0.227	0.167	-0.011	-0.015
C7	730	0.978	0.14	-0.007	-0.224	-0.514	-0.28	-0.015	0.351	-0.693	-0.387	-0.275	-0.296	-0.185	0.038	0.458	0.88	0.033
C7orf26	79034	-0.084	1.29	-1.937	-0.189	0.616	-0.082	-0.527	-0.145	0.238	0.074	1.765	-2.279	1.488	-1.228	0.13	0.189	0.682
C8A	731	0.027	-0.339	-0.503	0.096	-0.283	-0.739	-0.402	-0.641	0.709	0.561	-0.508	-0.957	0.132	0.766	1.069	1.586	-0.574
C8B	732	0.432	-0.13	0.32	0.119	-0.226	-0.333	-0.003	-0.458	0.254	0.058	-0.149	-0.636	-0.116	0.358	0.146	0.672	-0.306
C8G	733	1.018	-0.162	-0.465	-0.261	-0.192	-0.056	0.449	-0.319	-0.354	0.109	-0.206	-0.857	-0.128	0.722	0.183	0.713	-0.192
C9	735	0.752	-0.323	-0.129	-0.045	-0.044	-0.926	0.055	-0.281	-0.204	0.283	-0.048	-0.033	-0.127	0.106	-0.097	0.815	0.244
C9orf40	55071	-0.373	-0.093	0.778	0.7	-0.137	-0.291	-0.541	-0.151	-0.776	-1.118	-0.065	-0.691	1.736	1.687	-0.729	-0.665	0.73
CA1	759	-0.308	-0.409	0.499	0.301	0.343	-0.046	-0.334	0.474	-1.039	-0.946	-1.241	-0.3	1.561	1.945	-0.553	-0.124	0.176
CA13	377677	-1.194	-0.782	-0.609	1.21	0.131	0.507	-0.375	0.057	1.199	1.184	-0.156	-0.846	-0.165	-0.27	0.774	-0.867	0.203
CA2	760	-0.193	-0.39	0.421	0.531	0.328	-0.063	-0.186	0.351	-0.838	-0.861	-0.653	-0.728	1.06	1.938	-0.711	-0.098	0.094
CA3	761	-0.173	0.449	-0.593	-0.323	0.16	0.071	-0.147	0.37	-0.804	-1.123	-0.843	-0.559	1.4	1.594	-0.447	0.062	0.906
CACNA2D1	781	-0.221	0.06	0.667	-0.715	0.455	-0.335	-0.23	-0.69	0.378	-0.221	0.847	0.346	-0.109	-0.031	0.276	0.121	-0.596
CADM1	23705	0.403	0.307	0.216	-0.042	0.056	0.272	0.117	-0.271	-0.405	-0.172	0.107	0.459	-0.075	-0.007	-0.503	-0.155	-0.307
CADM4	199731	-0.07	-0.104	-0.012	-0.464	-0.196	0.23	-0.226	0.054	-0.205	-0.174	0.146	0.474	0.527	0.048	-0.095	0.42	-0.354
CALCOCO1	57658	0.312	-0.012	0.432	0.392	0.217	0.07	0.042	-0.215	-0.357	-0.091	-0.228	0.219	0.398	0.266	-0.09	-0.476	-0.88
CALD1	800	-1.7	-0.102	-1.078	1.348	0.231	1.128	-0.695	-0.009	1.218	1.791	-0.554	-0.862	0.091	-0.231	-0.172	-0.939	0.533
CALM1	801	-1.485	-0.291	-0.466	0.993	0.431	0.445	-0.478	0.249	1.074	0.673	-0.137	-0.7	0.312	0.401	-0.114	-1.001	0.095
CALML5	51806	-0.199	0.467	-0.279	-0.523	0.28	-0.674	-0.379	-0.556	-0.361	-0.565	0.315	0.252	0.626	0.931	-0.286	0.748	0.203
CALR	811	-0.534	-0.137	-0.745	0.578	-0.004	0.489	-0.195	0.028	0.473	1.204	-0.351	-0.248	-0.002	-0.681	0.073	0.168	-0.115
CALU	813	-1.475	-0.417	-0.104	1.087	0.204	0.432	-0.29	-0.158	1.092	1.553	-0.276	-0.733	0.336	-0.658	-0.031	-0.672	0.109
CAMK1	8536	-0.766	-0.517	-0.892	0.791	0.136	0.228	-0.221	-0.071	0.968	0.906	-0.134	-0.428	0.119	-0.439	0.509	-0.295	0.108
CAMK2B	816	0.689	0.351	-0.18	-0.215	0.175	-0.06	-0.661	-0.989	-0.226	-0.158	0.37	0.559	0.986	0.295	-0.394	0.05	-0.591
CAMK2D	817	0.458	0.443	-0.229	-0.157	0.141	-0.042	-0.01	-0.499	-0.374	-0.184	0.286	-0.004	0.695	-0.077	-0.154	-0.199	-0.094
CAMP	820	1.065	-0.375	1.389	0.868	-0.289	-0.039	0.894	1.094	-1.31	-1.081	0.248	0.003	-0.591	-0.167	-1.353	-0.506	0.15
CAND1	55832	-0.551	-0.223	0.294	0.22	0.053	0.021	-0.429	0.383	0.144	-0.374	0.136	-0.017	-0.041	0.7	-0.153	-0.272	0.107
CANT1	124583	0.278	-0.345	0.309	0.345	0.043	0.109	-0.134	-0.17	-0.252	-0.439	-0.271	0.234	-0.051	0.071	0.107	0.147	0.017
CANX	821	0.396	-0.186	0.104	-0.203	-0.3	0.035	0.178	0.021	-0.375	-0.234	0.167	0.465	0.161	-0.174	0.063	0.319	-0.436
CAP1	10487	-1.588	-0.541	-0.836	1.026	0.246	0.579	-0.552	0.187	1.298	1.521	-0.209	-0.159	-0.592	-0.603	0.329	-0.404	0.299
CAPN1	823	-1.137	-0.579	0.094	1.184	0.155	-0.076	-0.241	0.147	0.382	0.675	-0.398	0.181	-0.902	0.504	-0.214	-0.005	0.231
CAPN2	824	0.139	-0.015	0.01	-0.187	0.094	0.018	0.026	-0.169	0.268	-0.649	0.216	0.579	0.216	-0.675	0.147	0.154	-0.173
CAPNS1	826	-0.571	-0.275	-0.258	0.321	0.048	0.086	-0.114	-0.1	0.598	0.514	-0.424	0.127	0.069	0.216	-0.134	-0.017	-0.087
CAPZA1	829	-1.143	-0.801	-0.369	0.858	-0.071	0.397	-0.709	0.234	0.855	0.708	-0.245	-0.184	-0.288	0.37	-0.035	0.184	0.24
CAPZA2	830	-0.845	-0.335	-0.323	0.461	0.213	0.323	-0.508	-0.169	0.615	0.688	-0.077	-0.371	-0.062	0.083	-0.102	0.132	0.276
CAPZB	832	-1.539	0.461	-0.569	0.85	0.009	0.299	-0.691	-0.114	0.72	1.005	-0.427	-0.362	-0.419	0.55	-0.142	-0.011	0.381
CARHSP1	23589	-0.059	0.084	0.336	0.724	0.294	0	0.187	0.247	-0.612	-0.567	-0.659	-1.018	0.521	1.339	-0.372	-0.444	-0.002
CARKD	NA	-0.504	0.042	0.109	0.005	0.129	-0.083	0.073	0.335	0.109	-0.512	0.287	-0.59	0.369	0.364	0.079	-0.196	-0.016
CASC4	113201	0.196	0.434	0.144	-0.025	0.182	-0.111	-0.094	0.06	-0.18	-0.431	0.387	0.054	0.439	-0.239	-0.193	-0.404	-0.218
CASP14	23581	-0.424	-0.147	-0.245	0.328	0.329	-0.515	-0.391	-0.771	-0.221	-0.363	0.348	0.908	0.542	0.167	0.712	-0.496	0.237
CASP3	836	-1.122	-0.481	0.072	1.177	0.136	0.289	-0.394	-0.304	0.52	1.073	-0.454	-0.481	0.012	-0.3	0.812	-0.703	0.147
CAST	831	-0.442	-0.105	0.471	0.32	0.018	-0.017	-0.456	0.292	-0.449	-0.572	-0.448	-0.485	1.353	1.695	-0.389	-0.497	-0.29
CAT	847	-0.287	0.316	0.434	0.073	0.304	0.084	-0.497	0.075	-0.712	-0.734	-0.148	-0.676	1.015	1.806	-0.578	-0.806	0.332
CBLN1	869	0.258	1.125	-0.535	-0.744	-0.103	-0.462	-0.713	0.198	1.48	0.427	2.392	-0.577	0.179	-0.925	-0.341	-1.484	-0.176
CBLN4	140689	0.067	0.824	0.079	-0.124	0.094	0.579	-0.34	0.203	-0.03	0.011	0.347	-0.248	0.273	-0.043	-0.588	-0.843	-0.26
CBR1	873	-0.449	-0.473	0.13	-0.097	-0.157	0.177	-0.128	0.231	0.121	-0.059	-0.244	-0.075	-0.184	1.272	-0.085	0.051	-0.03
CCDC126	90693	0.434	0.193	-0.136	-0.456	-0.019	0.307	0.205	-0.279	-0.474	-0.005	0.271	0.085	0.398	-0.644	-0.28	0.329	0.071
CCDC40	55036	0.337	-0.422	0.537	0.408	0.312	0.105	0.347	-0.095	-0.482	-0.164	-0.3	0.543	0.033	-0.23	-0.243	-0.409	-0.277
CCDC43	124808	-0.903	-0.305	-0.5	1.263	0.25	0.317	-0.139	0.176	0.774	1.019	-0.208	-0.274	0.276	-0.197	-0.053	-1.356	-0.139
CCDC80	151887	0.126	-0.117	0.705	0.452	0.221	0.125	-0.085	-0.26	-0.073	-0.183	-0.231	0.638	0.648	-0.015	-0.827	-0.618	-0.507
CCS	9973	-0.604	-0.473	0.171	1.026	0.324	0.072	-0.231	0.326	-0.309	-0.815	-0.476	-1.055	1.16	1.857	-0.528	-0.413	-0.031
CCT3	7203	0.34	0.043	0.681	0.259	0.205	0.321	-0.104	-0.062	-0.009	-0.606	0.014	-0.325	-0.082	-0.153	-0.031	-0.974	0.486
CCT4	10575	-0.028	0.378	0.149	0.03	0.083	-0.026	-0.379	-0.178	0.267	-0.458	0.548	-0.06	0.816	-0.345	-0.152	-0.363	-0.283
CCT8	10694	-0.817	-0.508	-0.191	0.728	0.105	0.293	-0.763	-0.259	0.331	0.693	-0.189	-0.136	-0.137	0.621	-0.203	0.143	0.291
CD109	135228	0.142	-0.49	0.205	-0.453	-0.052	-0.334	0.117	-0.394	0.242	-0.226	0.129	0.754	-0.004	0.002	-0.339	0.793	-0.091
CD14	929	0.27	-0.612	0.627	-0.233	-0.058	-0.28	-0.01	-0.386	0.184	-0.077	-0.319	0.606	-0.25	-0.05	-0.067	0.951	-0.294
CD163	9332	0.561	0.393	0.12	-0.462	0.293	0.281	0.419	0.093	-0.652	-0.122	0.406	0.174	0.753	-0.815	-0.87	-0.146	-0.424
CD1C	911	0.364	-0.138	0.272	-0.271	-0.044	-0.563	0.383	-0.178	0.225	-0.16	0.278	0.304	-0.187	-0.095	0.383	-0.391	-0.182
CD209	30835	-0.051	0.117	0.086	0.191	0.091	0.123	-0.068	0.209	-0.445	0.093	-0.031	0.656	0.614	-0.348	-0.355	-0.295	-0.588
CD248	57124	0.489	0.45	0.36	-0.346	-0.001	-0.362	0.031	-0.272	-0.18	-0.003	0.15	0.036	0.476	-0.543	-0.063	0.175	-0.397
CD2AP	23607	0.665	0.507	0.749	-0.67	0.472	0.64	1.067	0.68	-0.196	-0.523	-0.374	0.104	-1.263	-0.829	-0.25	-0.717	-0.061
CD33	945	-0.53	0.496	0.143	-0.62	-0.233	0.618	0.369	-0.002	-0.129	0.245	-0.555	0.171	0.464	-0.232	-0.454	-0.078	0.328
CD34	947	0.252	0.18	-0.064	-0.306	-0.243	-0.014	-0.266	0.098	0.113	-0.165	0.194	0.19	0.199	-0.347	0.228	-0.025	-0.023
CD36	948	-1.023	-0.198	0.425	0.641	0.256	0.417	0.299	-0.013	0.225	0.405	-0.651	-0.192	-0.467	-0.481	-0.798	0.054	1.101
CD44	960	0.436	0.338	0.241	-0.55	-0.342	0.111	-0.222	0.038	-0.027	-0.268	0.434	0.132	0.186	-0.678	0.153	-0.047	0.068
CD46	4179	0.136	0.281	0.07	0.005	-0.001	0.035	-0.328	-0.049	0.206	-0.39	0.453	0.251	0.47	-0.206	-0.299	-0.344	-0.291
CD48	962	-0.092	0.129	0.278	-0.269	-0.102	-0.029	0.24	-0.223	-0.159	-0.284	0.656	0.222	0.202	-0.069	-0.062	-0.087	-0.352
CD55	1604	0.33	0.279	-0.129	-0.221	-0.374	0.26	0.02	0.314	-0.087	-0.495	0.314	0.051	0.224	-0.621	-0.023	0.314	-0.155
CD58	965	0.089	0.316	-0.04	-0.188	-0.105	-0.073	-0.41	-0.386	0.137	-0.073	0.735	0.028	0.432	-0.258	-0.179	-0.168	0.142
CD5L	922	0.103	-0.662	1.244	-1.071	-1.459	-1.109	1.118	-1.359	-0.203	-0.263	-0.931	-0.844	-0.313	-0.366	2.643	1.733	1.736
CD84	8832	-0.123	-0.05	-0.512	0.508	0.315	0.038	-0.139	0.162	0.418	0.405	0.14	-0.377	0.154	-0.491	-0.387	-0.15	0.09
CD9	928	-1.848	-0.081	-0.812	1.527	0.257	0.844	0.191	-0.195	1.056	1.496	-0.287	-0.367	-0.627	-1.042	-0.337	-0.605	0.831
CD96	10225	0.236	0.376	-0.364	0.072	-0.178	0.186	0.112	-0.541	0.186	-0.028	0.708	0.078	0.359	-0.52	0.138	-0.305	-0.515
CD97	NA	-0.102	-0.122	0.083	0.025	0.429	-0.163	0.053	-0.115	0.058	-0.001	0.349	-0.102	0.437	-0.264	-0.232	-0.012	-0.319
CD99	4267	0.527	0.007	-1.493	0.943	0.761	0.219	-0.928	-0.555	-0.501	-0.095	0.253	1.287	0.622	-0.045	-0.673	-0.277	-0.053
CDC37	11140	0.048	-0.026	-0.406	-0.067	0.06	-0.19	-0.325	-0.159	0.254	0.345	0.013	0.053	0.389	-0.143	0.418	-0.101	-0.162
CDC5L	988	-0.824	-0.44	1.371	-0.882	-0.538	-1.444	0.943	-0.388	-0.627	0.475	0.041	0.3	0.32	-0.32	1.522	0.188	0.302
CDH1	999	-0.258	-0.412	-0.009	-0.121	-0.096	-0.262	0.724	-0.41	-0.068	-0.547	0.124	0.83	-0.475	0.012	0.411	0.844	-0.286
CDH11	1009	0.08	-0.009	-0.141	-0.022	-0.138	-0.545	-0.262	-0.419	0.077	0.061	0.505	0.556	0.26	-0.768	0.182	1.017	-0.435
CDH13	1012	0.205	-0.23	-0.162	-0.567	0.096	-0.304	0.072	-0.183	-0.051	-0.22	0.6	0.241	0.149	0.069	0.067	0.488	-0.27
CDH15	1013	0.687	0.033	0.78	-0.391	-0.382	-0.45	1.068	-0.725	-0.193	-0.328	0.162	-0.409	0.332	-0.599	-0.109	0.261	0.263
CDH17	1015	-0.071	0.116	0.239	0.082	-0.192	-0.548	0.449	-0.386	0.114	-0.299	0.298	0.108	0.513	-0.293	0.241	-0.006	-0.365
CDH19	28513	-0.387	0.078	0.211	0.24	0.122	-0.427	-0.071	-0.272	-0.356	-0.203	0.349	0.148	0.513	-0.05	0.089	0.232	-0.216
CDH2	1000	0.218	-0.057	0.09	-0.055	-0.204	-0.014	0.729	0.001	-0.213	-0.052	-0.036	-0.066	0.148	-0.461	0.013	0.068	-0.11
CDH23	64072	-0.053	-0.082	-0.483	-0.211	0.002	-0.606	-0.189	-0.346	-0.117	-0.335	0.239	0.209	0.311	0.431	0.496	0.822	-0.087
CDH3	1001	0.525	-0.267	0.431	-0.194	-0.403	0.164	0.411	1.126	-0.315	-0.293	-0.187	0.088	-1.012	0.505	-0.818	0.039	0.199
CDH5	1003	-0.068	-0.443	-0.404	-0.289	0.378	-0.666	0.203	-0.162	-0.086	-0.407	0.54	0.448	0.242	-0.08	0.407	0.683	-0.295
CDH6	1004	-0.029	0.053	0	-0.143	-0.206	-0.237	-0.36	-0.287	0.124	-0.166	0.631	0.201	0.555	-0.267	0.189	0.59	-0.648
CDHR2	54825	-0.07	0.509	0.184	2.527	-0.393	0.321	1.265	0.613	-1.1	-0.814	-0.303	0.05	-0.456	-0.259	-0.475	-1.016	-0.582
CDHR5	53841	0.204	0.425	0.319	0.464	0.52	-0.193	0.121	-0.083	0.103	-0.307	-0.577	-0.173	0.362	-0.775	-0.221	0.213	-0.404
CDKN2D	1032	-0.974	-0.492	-0.505	0.721	0.253	0.044	-0.212	0.2	1.098	1.128	-0.13	-0.602	0.2	-0.345	0.202	-0.768	0.18
CDON	50937	0.582	0.026	-0.205	-0.102	-0.345	-0.046	0.152	0.396	0.147	-0.105	-0.25	-0.216	0.504	0.006	0.302	0.019	-0.864
CDV3	55573	-1.821	-0.232	-0.801	1.333	0.387	0.297	-0.172	0.289	0.722	1.22	-0.33	-0.526	0.572	0.016	-0.165	-0.832	0.042
CEACAM1	634	-0.418	0.503	0.015	0.897	-0.302	-0.276	0.015	-0.061	-0.065	0.09	0.151	0.051	0.326	-0.372	-0.137	-0.452	0.035
CECR1	NA	1.105	-0.104	0.557	-0.496	-0.503	-0.728	-0.033	-0.012	-0.037	0.378	0.144	0.453	-0.419	-0.462	0.093	0.303	-0.24
CEMIP	57214	0.172	-0.067	0.166	-0.272	-0.136	-0.134	-0.023	-0.254	-0.244	-0.345	0.144	0.398	-0.06	-0.058	0.407	0.769	-0.464
CENPE	1062	-0.483	-0.365	0.215	0.019	0.049	0.052	-0.129	-0.526	-0.367	-0.529	-0.098	-0.752	0.748	2.199	-0.751	0.602	0.116
CEP70	80321	4.794	-2.012	4.443	-1.71	-1.917	4.307	-1.771	-1.82	2.819	-2.664	3.061	4.35	-1.963	-1.94	-2.483	-2.932	-2.564
CES1	1066	-0.132	-0.26	2.351	2.196	-0.186	0.875	2.042	0.325	-1.391	-0.769	-0.619	-0.303	-0.971	-0.915	-0.724	-1.384	-0.135
CES2	8824	0.308	-0.109	0.228	0.269	-0.07	-0.166	0.436	0.126	-0.062	-0.849	0.084	0.147	-0.207	-0.282	0.107	-0.08	0.121
CETP	1071	0.512	-0.096	-0.386	-0.71	-0.124	0.095	0.352	-0.23	-0.291	0.354	0.147	0.188	-0.641	0.69	-0.225	1.074	-0.712
CFB	629	0.105	-0.081	0.24	0.108	0.272	-0.214	-0.094	-0.246	-0.385	-0.559	-0.106	-0.04	0.026	0.632	-0.299	0.561	0.079
CFD	1675	0.74	-0.062	-0.009	-0.16	0.05	-0.167	-0.132	-0.042	-0.006	-0.811	0.348	-0.108	0.207	-0.522	0.356	0.083	0.235
CFH	3075	0.212	0.211	-0.047	0.199	0.258	0.052	-0.205	0.039	-0.148	-0.541	0.247	0.023	0.391	-0.131	-0.098	-0.315	-0.146
CFI	3426	0.663	0.519	-0.029	0.154	0.222	0.224	0.278	-0.314	-0.52	-0.191	-0.589	-0.321	0.353	-0.4	-0.246	0.165	0.033
CFL1	1072	-1.366	-0.747	-1.23	1.463	0.004	0.593	-0.095	0.309	0.698	1.383	-0.457	-0.133	0.469	-0.534	0.508	-0.636	-0.226
CGREF1	10669	0.42	-0.11	0.025	-0.078	0.044	-0.462	-0.173	-0.252	0.228	-0.382	0.65	0.924	0.078	-0.288	-0.013	-0.195	-0.418
CHAD	1101	0.468	-0.113	-0.179	0.018	-0.117	-0.675	-0.163	-0.301	-0.199	-0.198	0.055	0.309	-0.151	1.195	-0.157	0.48	-0.273
CHGA	1113	0.078	-0.021	-0.256	-0.218	0.135	-0.08	1.181	-0.209	0.413	-0.373	-0.022	0.161	0.087	-0.085	-0.007	-0.241	-0.542
CHGB	1114	0.217	-0.114	0.013	-0.196	0.139	-0.5	-0.222	0.003	0.043	0.007	0.262	0.546	0.233	-0.127	0.117	-0.168	-0.254
CHI3L1	1116	0.726	-0.555	0.881	-0.654	-0.499	0.481	1.04	1.138	-0.025	-0.613	-0.113	-0.037	-0.719	-0.327	-0.515	-0.114	-0.097
CHIT1	1118	0.378	0.24	1.123	-0.972	-0.711	0.642	0.578	0.617	1.092	-1.184	-0.295	-0.897	-0.43	-1.03	-0.883	1.615	0.117
CHL1	10752	0.347	0.142	-0.255	-0.468	-0.002	-0.23	-0.012	-0.305	-0.071	-0.134	0.099	0.045	0.47	-0.055	0.468	0.059	-0.099
CHMP4A	29082	-1.263	-0.669	0.26	0.998	0.479	-0.041	-0.492	0.214	-0.041	0.448	-0.496	-0.536	1	1.112	-0.375	-1.149	0.548
CHRD	8646	-0.088	0.001	0.001	-0.325	-0.192	0.377	0.26	0.156	-0.172	-0.315	0.39	-0.391	0.035	-0.143	0.491	0.252	-0.336
CHRDL2	25884	-0.225	0.005	-0.648	-0.418	-0.331	-0.118	-0.371	0.338	0.087	-0.256	0.778	0.005	0.975	-0.135	0.201	0.399	-0.287
CHST10	9486	0.37	-0.026	-0.296	0.055	0.434	-0.355	-0.245	-0.246	-0.042	-0.177	0.406	0.145	0.255	-0.251	0.075	0.334	-0.435
CHST3	9469	-0.177	-0.257	-0.153	-0.301	-0.022	-0.145	-0.008	0.021	-0.056	-0.236	0.393	0.263	0.305	-0.165	0.107	0.605	-0.173
CILP	8483	0.615	0.263	-0.133	-0.338	0.108	0.233	0.175	0.135	0.294	-0.215	0.346	-0.454	-0.038	-0.173	-0.403	-0.002	-0.412
CILP2	148113	0.164	0.244	-0.257	-0.016	-0.409	-0.089	-0.492	-0.329	0.321	-0.107	0.576	0.258	0.337	0.071	0.185	-0.086	-0.371
CKM	1158	-0.368	0.448	-0.529	-0.354	0.821	0.116	0.029	-0.577	-0.8	-0.834	-0.07	1.035	0.686	-0.707	-0.371	1.54	-0.065
CLC	1178	1.44	-0.383	1.45	-0.583	0.919	-0.326	-0.621	0.108	0.602	-1.455	-0.068	0.618	-0.667	0.959	-0.671	-1.122	-0.199
CLCA4	22802	-0.928	0.435	-0.016	0.286	0.185	0.181	0.254	0.127	0.236	-0.888	0.798	-0.091	0.173	0.051	-0.479	-0.171	-0.152
CLEC16A	23274	-0.59	0.439	0.552	0.181	0.257	-0.294	-0.052	-0.264	-0.188	-0.026	0.112	-0.681	0.904	1.205	-0.476	-0.561	-0.52
CLEC3B	7123	0.557	0.465	-0.067	-0.339	-0.011	-0.171	-0.339	-0.133	0.229	0.05	0.528	0.535	0.696	-0.54	-0.758	-0.422	-0.282
CLIC1	1192	-1.752	-0.953	-0.928	1.274	0.269	0.468	0.017	0.33	0.874	1.387	-0.616	-0.208	-0.566	0.094	0.246	-0.066	0.13
CLIC4	25932	-0.721	-0.233	-0.632	0.556	0.108	0.139	-0.332	-0.006	0.411	0.851	-0.009	-0.129	0.244	-0.135	0.178	-0.271	-0.02
CLN5	1203	0.287	0.281	-0.013	0.166	-0.241	-0.512	0.685	-0.041	0.242	-0.149	0.141	-0.055	0.085	-1.069	0.014	0.32	-0.141
CLSTN1	22883	0.098	0.147	-0.212	-0.117	0.457	-0.141	-0.038	-0.036	-0.136	-0.317	0.401	0.053	0.177	0.025	-0.112	0.029	-0.279
CLTA	1211	-0.692	-0.073	-0.173	0.935	0.411	0.837	-0.421	-0.379	0.297	0.609	-0.374	-0.817	1.096	1.162	-1.099	-1.431	0.112
CLTC	1213	-0.08	0.37	-0.203	-0.192	0.113	0.001	-0.228	-0.173	0.328	-0.179	0.311	-0.326	0.556	-0.356	0.246	0.028	-0.218
CLU	1191	0.015	0.257	-0.273	-0.169	0.136	-0.069	-0.122	-0.248	0.221	-0.112	0.076	-0.49	0.602	-0.156	0.169	0.094	0.07
CMBL	134147	-0.248	0.021	0.256	0.109	0.004	-0.197	-0.027	0.129	-0.3	-0.752	0.072	-0.005	0.724	1.149	-0.157	-0.436	-0.344
CMPK1	51727	-1.205	-0.116	-0.961	0.585	0.131	0.48	-0.27	0.209	0.905	0.67	-0.155	-1.108	0.131	0.849	0.255	-0.797	0.399
CNDP1	84735	0.893	-0.26	0.444	-0.525	0.226	-0.448	1.524	-0.095	-0.201	0.235	-0.465	1.129	-0.594	0.317	-2.587	0.201	0.206
CNN2	1265	-2.154	-0.702	-0.925	1.013	0.472	0.858	-0.617	-0.058	1.088	1.55	-0.476	0.263	-0.812	0.461	0.071	-0.337	0.304
CNPY2	10330	-0.379	-0.098	-0.572	0.931	0.172	0.59	-0.41	-0.42	0.732	0.856	0.387	-0.082	0.358	-0.516	-0.209	-1.157	-0.183
CNST	163882	-0.485	-0.248	-0.35	0.091	-0.035	0.638	-0.753	-0.184	0.702	1.377	0.262	-0.524	0.322	-0.226	-0.054	-0.935	0.401
CNTFR	1271	0.307	0.368	-0.259	-0.251	-0.146	0.161	-0.191	-0.4	0.122	0.106	0.39	-0.044	0.165	-0.401	0.027	0.024	0.023
CNTN1	1272	0.012	0.257	0.09	-0.049	-0.313	-0.197	-0.279	-0.342	0.085	-0.073	0.292	0.292	0.322	-0.075	0.205	-0.019	-0.207
CNTN3	5067	0.495	0.37	-0.309	0.542	0.331	0.263	0.339	-0.431	-0.767	-0.575	0.017	-0.38	0.445	-0.093	-0.219	-0.362	0.335
CNTN4	152330	0.005	0.204	-0.221	-0.257	0.01	0.078	-0.223	-0.109	-0.187	-0.234	-0.022	0.401	0.526	-0.122	0.163	0.179	-0.191
CNTN5	53942	-0.05	0.403	-0.059	-0.209	-0.332	0.806	-0.343	0.602	0.39	-1.006	0.678	-0.643	0.7	-0.189	-0.311	-0.456	0.019
COL11A2	1302	0.216	0.235	-0.327	-0.385	0.026	-0.527	-0.275	-0.717	0.502	-0.143	0.977	0.117	1.183	0.432	0.091	-1.134	-0.27
COL12A1	1303	0.197	-0.01	-0.136	-0.118	-0.199	0.018	-0.038	-0.159	-0.034	-0.249	0.386	0.311	-0.123	-0.133	0.171	0.463	-0.346
COL15A1	1306	0.216	-0.097	0.21	0.147	0.343	-0.113	-0.444	-0.258	0.074	-0.303	0.257	0.473	0.393	0.152	-0.45	-0.228	-0.372
COL17A1	1308	0.042	-0.196	-0.351	0.042	-0.058	-0.601	-0.236	-0.378	-0.394	3.647	0.093	-0.21	0.109	-0.138	-0.638	-0.054	-0.679
COL18A1	80781	0.058	0.062	0.679	0.378	0.269	-0.15	0.438	-0.352	-0.166	-0.336	-0.055	0.437	0.212	-0.263	-0.26	-0.335	-0.617
COL1A1	1277	0.695	-0.069	-0.503	0.35	-0.314	-0.28	0.455	-0.285	0.149	-0.791	0.597	0.142	0.088	0.206	-0.587	0.261	-0.114
COL1A2	1278	0.486	-0.164	-0.384	0.132	-0.34	-0.236	0.488	-0.407	-0.027	-0.411	0.346	0.223	0.327	0.057	-0.075	0.349	-0.363
COL2A1	1280	0.68	0.022	0.148	-0.068	0.171	0.21	-0.965	-0.694	0.7	-0.34	0.724	0.131	0.347	-0.151	0.035	-0.466	-0.484
COL3A1	1281	-0.017	0.38	0.053	0.193	-0.235	0.016	0.452	-0.227	-0.081	-0.122	0.306	-0.013	0.329	0.457	-0.38	-0.463	-0.646
COL4A2	1284	0.257	0.208	-0.065	-0.279	0.028	-0.009	-0.058	-0.015	-0.269	-0.169	0.195	0.391	0.334	-0.173	-0.331	0.226	-0.273
